zh_TW,zh-CN,en-EN,th-TH,泰文字數,建議字數,jp-JP,日文字數,建議字數,kr-KR,韓文字數,建議字數,vn-VN,越文字數,建議字數,jsonKey
代理-分潤細節搜尋頁,,,,,,,,,,,,,,,agentProfitSharingSearch.nameDescription
輸入分潤細節搜尋條件,输入分润细节搜寻条件,Input division of moisturizing details search conditions,การแบ่งอินพุตของเงื่อนไขการค้นหารายละเอียดความชุ่มชื้น,54,56,保湿の詳細の検索条件の入力部門,15,10,보습 세부 사항 검색 조건의 입력 부서,21,10,Phân chia đầu vào của các chi tiết dưỡng ẩm điều kiện tìm kiếm,62,56,agentProfitSharingSearch.enterDetailSearchHint
請輸入搜尋條件,请输入搜寻条件,Please enter the search condition,กรุณากรอกเงื่อนไขการค้นหา,25,33,検索条件を入力してください,13,7,검색 조건을 입력하십시오,13,7,Vui lòng nhập điều kiện tìm kiếm,32,33,"agentProfitSharingSearch.pleaseEnterSearchHint,agentUserSearch.pleaseEnterSearchHint,agentReferralCodeSearch.pleaseEnterSearchHint,agentTransactionSettingSearch.pleaseEnterSearchHint,agentFundingDetailsSearch.pleaseEnterSearchHint"
agentUserProfitSharingFormList,,,,,,,,,,,,,,,agentUserProfitSharingFormList.name
代理-用戶分潤報表列表,,,,,,,,,,,,,,,agentUserProfitSharingFormList.nameDescription
agentUser,,,,,,,,,,,,,,,agentUser.name
代理-下級用戶清單頁,,,,,,,,,,,,,,,agentUser.nameDescription
下級用戶清單,下级用户清单,List of subordinates,รายชื่อผู้ใต้บังคับบัญชา,24,20,部下のリスト,6,6,부하 직원 목록,8,6,Danh sách cấp dưới,18,20,agentUser.appBarTitle
暫無用戶資料,暂无用户资料,No user information,ไม่มีข้อมูลผู้ใช้,17,19,ユーザー情報はありません,12,6,사용자 정보가 없습니다,12,6,Không có thông tin người dùng,29,19,"agentUser.emptyTip,agentUserSearch.emptyTip,agentUserProfitSharingForm.emptyTip"
agentUserFilterPopup,,,,,,,,,,,,,,,agentUser.filterPopup.name
代理-下級用戶清單頁-搜尋條件,,,,,,,,,,,,,,,agentUser.filterPopup.nameDescription
下級用戶清單篩選,下级用户清单筛选,#REF!,#REF!,#REF!,#REF!,サブユーザーリストスクリーニング,16,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,agentUser.filterPopup.title
請選擇推薦碼,请选择推荐码,Please select the recommended code,โปรดเลือกรหัสที่แนะนำ,21,34,推奨コードを選択してください,14,6,권장 코드를 선택하십시오,13,6,Vui lòng chọn mã được đề xuất,29,34,agentUser.filterPopup.selectRecommendedCode
代理-下級用戶清單搜尋頁,,,,,,,,,,,,,,,agentUserSearch.nameDescription
輸入下級用戶清單搜尋條件,,,,,,,,,,,,,,,agentUserSearch.enterDetailSearchHint
搜尋結果,搜寻结果,Search results,ผลการค้นหา,10,14,の検索結果,5,4,검색 결과,5,4,Kết quả tìm kiếm,16,14,agentUserSearch.searchResultsTitle
agentReferralUserList,,,,,,,,,,,,,,,agentReferralUserList.name
代理-下級用戶清單列表,,,,,,,,,,,,,,,agentReferralUserList.nameDescription
agentReferralCode,,,,,,,,,,,,,,,agentReferralCode.name
代理-推薦碼頁,,,,,,,,,,,,,,,agentReferralCode.nameDescription
刪除成功,,,,,,,,,,,,,,,"agentReferralCode.deleteSuccess,agentReferralCodeSearch.deleteSuccess,editAgentReferralCode.deleteSuccess,agentTransactionSetting.deleteSuccess,agentUsersDetail.deleteSuccess,agentTransactionSettingSearch.deleteSuccess"
刪除失敗,,,,,,,,,,,,,,,"agentReferralCode.deleteFailed,agentReferralCodeSearch.deleteFailed,agentTransactionSetting.deleteFailed,agentUsersDetail.deleteFailed,agentTransactionSettingSearch.deleteFailed"
agentReferralCodeSearch,,,,,,,,,,,,,,,agentReferralCodeSearch.name
代理-推薦碼搜尋頁,,,,,,,,,,,,,,,agentReferralCodeSearch.nameDescription
輸入推薦碼搜尋條件,,,,,,,,,,,,,,,agentReferralCodeSearch.enterDetailSearchHint
agentReferralCodeList,,,,,,,,,,,,,,,agentReferralCodeList.name
代理-推薦碼列表,,,,,,,,,,,,,,,agentReferralCodeList.nameDescription
開戶,开户,Open an account,เปิดบัญชี,9,15,アカウントを開きます,10,2,계정을 엽니 다,8,2,Mở một tài khoản,16,15,agentReferralCodeList.openAccountTitle
點差及手續費,点差及手续费,Points and handling fees,คะแนนและค่าธรรมเนียมการจัดการ,29,24,ポイントと取り扱い料金,11,6,포인트 및 취급 수수료,12,6,Điểm và phí xử lý,17,24,"agentReferralCodeList.distributionHandlingFeeTitle,editAgentReferralCode.distributionHandlingFeeTitle,agentUsersDetail.distributionHandlingFeeTitle"
已複製推薦碼連結,已复制推荐码连结,Recommended code connection for copying,การเชื่อมต่อรหัสที่แนะนำสำหรับการคัดลอก,39,39,コピーするための推奨コード接続,15,8,복사를위한 권장 코드 연결,14,8,Kết nối mã được đề xuất để sao chép,35,39,agentReferralCodeList.recommendedCodeLinkToast
DescriptionPopup,,,,,,,,,,,,,,,"agentReferralCodeList.descriptionPopup.name,editAgentReferralCode.descriptionPopup.name,agentTransactionSettingList.descriptionPopup.name,agentUsersDetail.descriptionPopup.name"
代理-推薦碼列表-刪除提示彈窗,,,,,,,,,,,,,,,agentReferralCodeList.descriptionPopup.nameDescription
刪除推薦碼,删除推荐码,Delete recommendation code,ลบรหัสคำแนะนำ,13,26,推奨コードを削除します,11,5,권장 코드를 삭제합니다,12,5,Xóa mã khuyến nghị,18,26,agentReferralCodeList.descriptionPopup.deleteTitle
"刪除該推薦碼，將會導致已經發出去的連結可能會失效。
已使用該推薦碼註冊的用戶則不會受到影響。

確定要刪除推薦碼嗎？",,,,,,,,,,,,,,,agentReferralCodeList.descriptionPopup.contentText
agentReferralCodeFunctionPopup,,,,,,,,,,,,,,,agentReferralCodeFunctionPopup.name
代理-推薦碼列表-功能彈窗,,,,,,,,,,,,,,,agentReferralCodeFunctionPopup.nameDescription
請選擇動作,请选择动作,Please select action,โปรดเลือกการดำเนินการ,21,20,アクションを選択してください,14,5,조치를 선택하십시오,10,5,Vui lòng chọn hành động,23,20,agentReferralCodeFunctionPopup.actionsTitle
查看清單,查看清单,Check the list,ตรวจสอบรายการ,13,14,リストを確認してください,12,4,목록을 확인하십시오,10,4,Kiểm tra danh sách,18,14,agentReferralCodeFunctionPopup.actionsViewListButton
編輯,编辑,edit,แก้ไข,5,4,編集,2,2,편집하다,4,2,biên tập,8,4,agentReferralCodeFunctionPopup.editButton
editAgentReferralCode,,,,,,,,,,,,,,,editAgentReferralCode.name
代理-推薦碼編輯(新增)頁,,,,,,,,,,,,,,,editAgentReferralCode.nameDescription
編輯推薦碼,编辑推荐码,Edit recommendation code,แก้ไขรหัสคำแนะนำ,16,24,推奨コードを編集します,11,5,권장 코드 편집,8,5,Chỉnh sửa mã khuyến nghị,24,24,editAgentReferralCode.editReferralCodeTitle
新增成功,,,,,,,,,,,,,,,editAgentReferralCode.addSuccess
名稱,名称,name,ชื่อ,4,4,名前,2,2,이름,2,2,Tên,3,4,editAgentReferralCode.nameTitle
備註,备注,Remark,สังเกต,6,6,述べる,3,2,주목,2,2,Nhận xét,8,6,editAgentReferralCode.remarkTitle
請輸入備註,请输入备注,Please enter the remarks,กรุณากรอกข้อสังเกต,18,24,発言を入力してください,11,5,발언을 입력하십시오,10,5,Vui lòng nhập nhận xét,22,24,editAgentReferralCode.enterNoteHint
新增,新增,Newly increase,เพิ่มขึ้นใหม่,13,14,新しく増加します,8,2,새로 증가합니다,8,2,Mới tăng,8,14,"editAgentReferralCode.addButton,agentUsersDetail.addButton"
代理-推薦碼編輯(新增)頁-刪除提示彈窗,,,,,,,,,,,,,,,editAgentReferralCode.descriptionPopup.nameDescription
刪除點差,删除点差,Delete point difference,ลบความแตกต่างของจุด,19,23,ポイントの違いを削除します,13,4,포인트 차이를 삭제합니다,13,4,Xóa khác biệt điểm,18,23,"editAgentReferralCode.descriptionPopup.deleteTitle,editAgentReferralCode.descriptionPopup.deleteButton,agentTransactionSettingList.descriptionPopup.deleteTitle,agentTransactionSettingList.descriptionPopup.deleteButton,agentUsersDetail.descriptionPopup.deleteTitle,agentUsersDetail.descriptionPopup.deleteButton"
刪除該品項點差，將會導致用戶交易的點差回到預設點差，可能會影響您的利潤。\n\n確定要刪除點差嗎？,,,,,,,,,,,,,,,"editAgentReferralCode.descriptionPopup.contentText,agentTransactionSettingList.descriptionPopup.contentText,agentUsersDetail.descriptionPopup.contentText"
addAgentReferralCodePopup,,,,,,,,,,,,,,,addAgentReferralCodePopup.name
代理-推薦碼編輯(新增)頁-編輯(新增)點差及手續費彈窗,,,,,,,,,,,,,,,addAgentReferralCodePopup.nameDescription
尚有資料未填寫,,,,,,,,,,,,,,,addAgentReferralCodePopup.emptyTip
編輯點差及手續費,编辑点差及手续费,Edit points and handling fees,แก้ไขคะแนนและค่าธรรมเนียมการจัดการ,34,29,ポイントを編集し、手数料を処理します,18,8,포인트 및 처리 비용을 편집합니다,18,8,Chỉnh sửa điểm và phí xử lý,27,29,addAgentReferralCodePopup.editReferralCodeTitle
新增點差及手續費,新增点差及手续费,New point difference and handling fee,ความแตกต่างของจุดใหม่และค่าธรรมเนียมการจัดการ,45,37,新しいポイントの違いと取り扱い料金,17,8,새로운 포인트 차이 및 취급 수수료,19,8,Chênh lệch điểm mới và phí xử lý,32,37,addAgentReferralCodePopup.addReferralCodeTitle
類別,类别,category,หมวดหมู่,8,8,カテゴリー,5,2,범주,2,2,thể loại,8,8,addAgentReferralCodePopup.categoryTitle
請選擇類別,,,,,,,,,,,,,,,addAgentReferralCodePopup.categoryButtonHint
請選擇品項,,,,,,,,,,,,,,,addAgentReferralCodePopup.itemsButtonHint
代號,代号,Code,รหัส,4,4,コード,3,2,암호,2,2,Mã số,5,4,addAgentReferralCodePopup.codeNumberTitle
請輸入代號,请输入代号,Please enter the code,กรุณากรอกรหัส,13,21,コードを入力してください,12,5,코드를 입력하십시오,10,5,Vui lòng nhập mã,16,21,addAgentReferralCodePopup.codeButtonHint
調整點差,调整点差,Adjust point,ปรับจุด,7,12,ポイントを調整します,10,4,포인트를 조정하십시오,11,4,Điều chỉnh điểm,15,12,addAgentReferralCodePopup.adjustmentSpreadTitle
調整手續費,调整手续费,Adjust the handling fee,ปรับค่าธรรมเนียมการจัดการ,25,23,処理料を調整します,9,5,취급 수수료를 조정하십시오,14,5,Điều chỉnh phí xử lý,20,23,addAgentReferralCodePopup.adjustmentFeeTitle
超出手續費範圍,超出手续费范围,Beyond the range of fees,เกินช่วงของค่าธรรมเนียม,23,24,料金の範囲を超えて,9,7,수수료 범위를 넘어서,11,7,Ngoài phạm vi phí,17,24,addAgentReferralCodePopup.beyondFeeRangeTip
超出點差範圍,超出点差范围,Beyond the point difference,เกินความแตกต่างของจุด,21,27,ポイントの違いを超えて,11,6,포인트 차이를 넘어서,11,6,Ngoài sự khác biệt điểm,23,27,addAgentReferralCodePopup.overnightRangeTip
agentTransactionSetting,,,,,,,,,,,,,,,agentTransactionSetting.name
代理-交易設定頁,,,,,,,,,,,,,,,agentTransactionSetting.nameDescription
交易設定,交易设定,Transaction settings,การตั้งค่าธุรกรรม,17,20,トランザクション設定,10,4,거래 설정,5,4,Cài đặt giao dịch,17,20,agentTransactionSetting.appBarTitle
請選擇品種,,,,,,,,,,,,,,,agentTransactionSetting.filterVarietyButtonHint
agentTransactionSettingList,,,,,,,,,,,,,,,agentTransactionSettingList.name
代理-交易設定列表,,,,,,,,,,,,,,,agentTransactionSettingList.nameDescription
代理-交易設定-刪除提示彈窗,,,,,,,,,,,,,,,agentTransactionSettingList.descriptionPopup.nameDescription
AgentUsersDetail,,,,,,,,,,,,,,,agentUsersDetail.name
代理-下級用戶清單-詳細頁,,,,,,,,,,,,,,,agentUsersDetail.nameDescription
利潤,利润,profit,กำไร,4,6,利益,2,2,이익,2,2,lợi nhuận,9,6,agentUsersDetail.profitTitle
交易概況,交易概况,Transaction overview,ภาพรวมการทำธุรกรรม,18,20,トランザクションの概要,11,4,거래 개요,5,4,Tổng quan về giao dịch,22,20,agentUsersDetail.tradingOverviewTitle
利潤損失,利润损失,Profit,กำไร,4,6,利益,2,4,이익,2,4,Lợi nhuận,9,6,agentUsersDetail.profitLossTitle
總保證金,,,,,,,,,,,,,,,agentUsersDetail.totalMargin
股權,,,,,,,,,,,,,,,agentUsersDetail.equity
總維持保證金,,,,,,,,,,,,,,,agentUsersDetail.totalMaintenanceMargin
交易明細,交易明细,Transaction details,รายละเอียดการทำธุรกรรม,22,19,トランザクションの詳細,11,4,상세 거래 내역,8,4,Chi tiết giao dịch,18,19,agentUsersDetail.transactionDetailsButton
代理-下級用戶清單-詳細頁-刪除提示彈窗,,,,,,,,,,,,,,,agentUsersDetail.descriptionPopup.nameDescription
代理-下級用戶清單-詳細頁-出入金紀錄頁,,,,,,,,,,,,,,,agentUserPaymentHistory.nameDescription
AgentUserPaymentHistoryFilterPopup,,,,,,,,,,,,,,,agentUserPaymentHistory.filterPopup.name
代理-下級用戶清單-詳細頁-出入金紀錄頁-篩選器,,,,,,,,,,,,,,,agentUserPaymentHistory.filterPopup.nameDescription
出入金紀錄篩選,,,,,,,,,,,,,,,agentUserPaymentHistory.filterPopup.popupTitle
申請日期,,,,,,,,,,,,,,,agentUserPaymentHistory.filterPopup.dateTitle
出入金類型,,,,,,,,,,,,,,,agentUserPaymentHistory.filterPopup.typesTitle
出入金方式,,,,,,,,,,,,,,,agentUserPaymentHistory.filterPopup.methodTitle
請選擇出入金方式,,,,,,,,,,,,,,,agentUserPaymentHistory.filterPopup.methodButtonHint
狀態,状态,State,สถานะ,5,5,州,1,2,상태,2,2,Trạng thái,10,5,agentUserPaymentHistory.filterPopup.statusTitle
請選擇狀態,,,,,,,,,,,,,,,agentUserPaymentHistory.filterPopup.statusButtonHint
金額,金钱数额,Amount of money,จำนวนเงิน,9,15,金額,2,2,금액,2,2,Lượng tiền,10,15,agentUserPaymentHistory.filterPopup.amountTitle
agentFundingDetails,,,,,,,,,,,,,,,agentFundingDetails.name
代理-下級用戶清單-詳細頁-交易明細頁-大頁,,,,,,,,,,,,,,,agentFundingDetails.nameDescription
目前持倉,目前持仓,Currently holding positions,ปัจจุบันดำรงตำแหน่ง,19,27,現在、ポジションを保持しています,16,4,현재 위치를 보유하고 있습니다,16,4,Hiện đang giữ vị trí,20,27,agentFundingDetails.currentPositionButton
agentFundingDetailsFilterPopup,,,,,,,,,,,,,,,agentFundingDetails.filterPopup.name
代理-下級用戶清單-詳細頁-交易明細頁-篩選器,,,,,,,,,,,,,,,agentFundingDetails.filterPopup.nameDescription
開倉時間,开仓时间,Opening time,เวลาเปิด,8,12,開始時間,4,4,개봉 시간,5,4,Thời gian mở cửa,16,12,"agentFundingDetails.filterPopup.openingTimeTitle,agentFundingPositionsDetail.openingTimeTitle"
交易品項,交易品项,Transaction item,รายการธุรกรรม,13,16,トランザクションアイテム,12,4,거래 항목,5,4,Mục giao dịch,13,16,agentFundingDetails.filterPopup.tradingProductTitle
請選擇交易品項,请选择交易品项,Please select the transaction item,กรุณาเลือกรายการธุรกรรม,23,34,トランザクションアイテムを選択してください,21,7,거래 항목을 선택하십시오,13,7,Vui lòng chọn mục giao dịch,27,34,agentFundingDetails.filterPopup.tradingProductButtonHint
交易方向,交易方向,Transaction direction,ทิศทางการทำธุรกรรม,18,21,トランザクションの方向,11,4,거래 방향,5,4,Hướng giao dịch,15,21,"agentFundingDetails.filterPopup.tradingDirectionTitle,agentFundingPositionsDetail.tradingDirectionTitle"
請選擇交易方向,请选择交易方向,Please select the transaction direction,โปรดเลือกทิศทางการทำธุรกรรม,27,39,トランザクションの方向を選択してください,20,7,거래 방향을 선택하십시오,13,7,Vui lòng chọn hướng giao dịch,29,39,agentFundingDetails.filterPopup.tradingDirectionButtonHint
槓桿設定,杠杆设定,Leverage settings,การตั้งค่าเลเวอเรจ,18,17,設定を活用します,8,4,설정을 활용하십시오,10,4,Cài đặt đòn bẩy,15,17,"agentFundingDetails.filterPopup.leverageSettingTitle,agentFundingPositionsList.leverageSettingTitle,agentFundingPositionsDetail.leverageSettingTitle"
請選擇槓桿設定,,,,,,,,,,,,,,,agentFundingDetails.filterPopup.leverageSettingButtonHint
持倉篩選器,持仓筛选器,Holding screenwriter,ผู้เขียนบท,10,20,脚本家を持っています,10,5,시나리오 작가 개최,10,5,Giữ nhà biên kịch,17,20,agentFundingDetails.filterPopup.positionPopupTitle
開倉篩選器,开仓筛选器,Open Warehouse Filter,ตัวกรองคลังสินค้าเปิด,21,21,倉庫フィルターを開きます,12,5,오픈 창고 필터,8,5,Mở bộ lọc kho,13,21,agentFundingDetails.filterPopup.openingPopupTitle
平倉篩選器,,,,,,,,,,,,,,,agentFundingDetails.filterPopup.closingPopupTitle
總盈虧,总盈亏,Total profit and loss,กำไรและขาดทุนรวม,16,21,総利益と損失,6,3,총 이익과 손실,8,3,Tổng lãi và lỗ,14,21,"agentFundingDetails.filterPopup.openingFilterGeneralProfit,agentFundingPositionsList.generalProfit,agentFundingPositionsDetail.generalProfit"
淨盈虧,净盈亏,Net profit and loss,กำไรและขาดทุนสุทธิ,18,19,純利益と損失,6,3,순이익과 손실,7,3,Lãi ròng,8,19,"agentFundingDetails.filterPopup.openingFilterNetProfit,agentFundingPositionsDetail.netProfit"
agentFundingPositions,,,,,,,,,,,,,,,agentFundingPositions.name
代理-下級用戶清單-詳細頁-交易明細頁-目前持倉頁,,,,,,,,,,,,,,,agentFundingPositions.nameDescription
AgentFundingHistoryClose,,,,,,,,,,,,,,,agentFundingHistoryClose.name
代理-下級用戶清單-詳細頁-交易明細頁-開倉頁,,,,,,,,,,,,,,,agentFundingHistoryClose.nameDescription
尚無平倉,,,,,,,,,,,,,,,agentFundingHistoryClose.emptyTip
agentFundingHistoryOpen,,,,,,,,,,,,,,,agentFundingHistoryOpen.name
代理-下級用戶清單-詳細頁-交易明細頁-平倉頁,,,,,,,,,,,,,,,agentFundingHistoryOpen.nameDescription
尚無開倉,,,,,,,,,,,,,,,agentFundingHistoryOpen.emptyTip
agentFundingPositionsList,,,,,,,,,,,,,,,agentFundingPositionsList.name
代理-下級用戶清單-詳細頁-交易明細頁-通用列表,,,,,,,,,,,,,,,agentFundingPositionsList.nameDescription
止盈價格,止盈价格,Profit price,ราคากำไร,8,12,利益価格,4,4,이익 가격,5,4,Giá lợi nhuận,13,12,"agentFundingPositionsList.stopProfitPrice,agentFundingPositionsDetail.stopProfitPrice"
止損價格,止损价格,Stop loss price,หยุดราคาขาดทุน,14,15,損失価格を停止します,10,4,손실 가격을 중지하십시오,13,4,Ngừng mất giá,13,15,"agentFundingPositionsList.stopLossPrice,agentFundingPositionsDetail.stopLossPrice"
單號,单号,Single number,หมายเลขเดียว,12,13,単一番号,4,2,단일 번호,5,2,Đơn số,6,13,"agentFundingPositionsList.singleNumberTitle,agentFundingPositionsDetail.singleNumberTitle"
立即成交,立即成交,Immediately,โดยทันที,8,11,すぐに,3,4,즉시,2,4,Ngay lập tức,12,11,"agentFundingPositionsList.repairImmediatelyHint,agentFundingPositionsDetail.repairImmediatelyHint"
開倉保證金,开仓保证金,Bond,พันธะ,5,4,つなぐ,3,5,노예,2,5,Liên kết,8,4,"agentFundingPositionsList.openMarginTitle,agentFundingPositionsDetail.openMarginTitle"
agentFundingPositionsDetail,,,,,,,,,,,,,,,agentFundingPositionsDetail.name
代理-下級用戶清單-詳細頁-交易明細頁-倉詳細頁,,,,,,,,,,,,,,,agentFundingPositionsDetail.nameDescription
已複製,,,,,,,,,,,,,,,agentFundingPositionsDetail.copyToast
交易數量 (手),交易数量 (手),Trading quantity (hand),ปริมาณการซื้อขาย (มือ),22,23,取引数量（手）,7,8,거래 수량 (손),9,8,Số lượng giao dịch (tay),24,23,agentFundingPositionsDetail.quantityTransactionsTitle
成交價格,成交价格,the deal price,ราคาดีล,7,14,取引価格,4,4,거래 가격,5,4,Giá thỏa thuận,14,14,agentFundingPositionsDetail.dealPriceTitle
下單時間,下单时间,order time,เวลาสั่งซื้อ,12,10,注文時間,4,4,주문 시간,5,4,thời gian phục vụ,17,10,agentFundingPositionsDetail.orderTimeTitle
成交時間,成交时间,Transaction time,เวลาในการทำธุรกรรม,18,16,トランザクション時間,10,4,거래 시간,5,4,Thời gian giao dịch,19,16,agentFundingPositionsDetail.dealOrderTimeTitle
更新時間,更新时间,Update time,อัปเดตเวลา,10,11,更新時間,4,4,업데이트 시간,7,4,Cập nhật thời gian,18,11,agentFundingPositionsDetail.updateTimeTitle
持倉數量,持仓数量,Position Quantity,ปริมาณตำแหน่ง,13,17,ポジション数,6,4,위치 수,4,4,Số lượng vị trí,15,17,agentFundingPositionsDetail.positionQuantityTitle
平倉原因,平仓原因,Reasonable position,ตำแหน่งที่เหมาะสม,17,19,合理的な位置,6,4,합리적인 위치,7,4,Vị trí hợp lý,13,19,agentFundingPositionsDetail.closingReasonTitle
achievementsLevel,,,,,,,,,,,,,,,achievementsLevel.name
會員中心-成就&階級,,,,,,,,,,,,,,,achievementsLevel.nameDescription
尚無成就任務,,,,,,,,,,,,,,,achievementsLevel.emptyTip
一鍵領\n取獎勵,,,,,,,,,,,,,,,"achievementsLevel.pickUpAllButton,dailyMission.pickUpAllButton"
無可領取獎勵,,,,,,,,,,,,,,,"achievementsLevel.noRewardAvailable,dailyMission.noRewardAvailable"
領取獎勵失敗,,,,,,,,,,,,,,,"achievementsLevel.rewardFailed,dailyMission.rewardFailed"
前往交易,,,,,,,,,,,,,,,achievementsLevel.goTradeButton
achievementsLevelFilter,,,,,,,,,,,,,,,achievementsLevel.filter.name
會員中心-成就&階級-篩選器,,,,,,,,,,,,,,,"achievementsLevel.filter.nameDescription,receiveAwardPopup.nameDescription"
未完成,,,,,,,,,,,,,,,achievementsLevel.filter.typesUndone
未領取,,,,,,,,,,,,,,,achievementsLevel.filter.typesNotReceived
已領取,,,,,,,,,,,,,,,"achievementsLevel.filter.typesReceived,achievementsLevelList.typesReceived"
receiveAwardPopup,,,,,,,,,,,,,,,receiveAwardPopup.name
已領取{n}個獎勵,,,,,,,,,,,,,,,receiveAwardPopup.receivedCount
已領取「{n}」,,,,,,,,,,,,,,,receiveAwardPopup.receivedTitle
我知道了,,,,,,,,,,,,,,,receiveAwardPopup.know
前往歷史獎勵,,,,,,,,,,,,,,,receiveAwardPopup.historyButton
今日不再提醒,,,,,,,,,,,,,,,receiveAwardPopup.noTipToday
achievementsLevelList,,,,,,,,,,,,,,,achievementsLevelList.name
會員中心-成就&階級-列表,,,,,,,,,,,,,,,achievementsLevelList.nameDescription
去完成,,,,,,,,,,,,,,,achievementsLevelList.typesUndone
領取,领取,receive,ได้รับ,6,7,受け取る,4,2,받다,2,2,nhận,4,7,achievementsLevelList.typesNotReceived
dailyMission,,,,,,,,,,,,,,,dailyMission.name
會員中心-每日任務,,,,,,,,,,,,,,,dailyMission.nameDescription
每日任務,,,,,,,,,,,,,,,dailyMission.appBarTitle
尚無每日任務,,,,,,,,,,,,,,,dailyMission.emptyTip
每日任務獎勵領取僅限「真實賬戶」交易行為,,,,,,,,,,,,,,,dailyMission.missionTip
ListScrollSheet,,,,,,,,,,,,,,,listScrollSheet.name
滾動選擇器,,,,,,,,,,,,,,,listScrollSheet.nameDescription
agentTransactionSettingSearch,,,,,,,,,,,,,,,agentTransactionSettingSearch.name
代理-交易設定搜尋頁,,,,,,,,,,,,,,,agentTransactionSettingSearch.nameDescription
輸入交易設定搜尋條件,,,,,,,,,,,,,,,agentTransactionSettingSearch.enterDetailSearchHint
agentUserProfitSharingForm,,,,,,,,,,,,,,,agentUserProfitSharingForm.name
代理-用戶分潤報表頁,,,,,,,,,,,,,,,agentUserProfitSharingForm.nameDescription
代理-用戶分潤報表頁-篩選器,,,,,,,,,,,,,,,agentUserProfitSharingForm.filterPopup.nameDescription
用戶分潤篩選器,用户分润筛选器,User Divide Screeninger,ผู้ใช้หารคัดกรอง,16,23,ユーザー分割スクリーニング,13,7,사용자는 선별 선별를 분할합니다,17,7,Bộ lọc phân chia người dùng,27,23,agentUserProfitSharingForm.filterPopup.popupTitle
agentFundingDetailsSearch,,,,,,,,,,,,,,,agentFundingDetailsSearch.name
代理-下級用戶清單-詳細頁-交易明細頁-搜尋頁,,,,,,,,,,,,,,,agentFundingDetailsSearch.nameDescription
輸入搜尋條件,,,,,,,,,,,,,,,agentFundingDetailsSearch.enterDetailSearchHint
agentReferralCodeUsers,,,,,,,,,,,,,,,agentReferralCodeUsers.name
代理-推薦碼-查詢清單-下級用戶專用頁,,,,,,,,,,,,,,,agentReferralCodeUsers.nameDescription
下級用戶專用,下级用户专用,Subordinates dedicated to users,ผู้ใต้บังคับบัญชาที่ทุ่มเทให้กับผู้ใช้,38,31,ユーザー専用の部下,9,6,사용자에게 전념하는 부하 직원,16,6,Cấp dưới dành riêng cho người dùng,34,31,agentReferralCodeUsers.appBarTitle
award,,,,,,,,,,,,,,,award.name
獎勵大頁,,,,,,,,,,,,,,,award.nameDescription
可使用獎勵,,,,,,,,,,,,,,,award.tabAvailable
歷史獎勵,,,,,,,,,,,,,,,award.tabHistory
awardAvailable,,,,,,,,,,,,,,,awardAvailable.name
獎勵大頁 - 可使用獎勵子頁,,,,,,,,,,,,,,,awardAvailable.nameDescription
尚無可使用獎勵,,,,,,,,,,,,,,,awardAvailable.emptyTip
awardHistory,,,,,,,,,,,,,,,awardHistory.name
獎勵大頁 - 歷史獎勵子頁,,,,,,,,,,,,,,,awardHistory.nameDescription
尚無歷史獎勵,,,,,,,,,,,,,,,awardHistory.emptyTip
awardList,,,,,,,,,,,,,,,awardList.name
獎勵大頁 - 獎勵列表,,,,,,,,,,,,,,,awardList.nameDescription
獎勵來源,,,,,,,,,,,,,,,awardList.source
領取時間,,,,,,,,,,,,,,,awardList.pickUpTime
使用期限,,,,,,,,,,,,,,,awardList.expiryDate
使用時間,,,,,,,,,,,,,,,awardList.usageTime
已使用,,,,,,,,,,,,,,,awardList.used
已逾期,,,,,,,,,,,,,,,awardList.expired
永久使用,,,,,,,,,,,,,,,awardList.useForever
請輸入PIN碼,,,,,,,,,,,,,,,securityVerifyMessage.pinInputTitle
生物辨識,,,,,,,,,,,,,,,securityVerifyMessage.biometric
驗證成功,,,,,,,,,,,,,,,securityVerifyMessage.biometricValidateSuccess
驗證失敗,,,,,,,,,,,,,,,securityVerifyMessage.biometricValidateFail
掃描指紋或臉部進行身份驗證,,,,,,,,,,,,,,,securityVerifyMessage.androidLocalizedReason
掃描指紋進行身份驗證,,,,,,,,,,,,,,,securityVerifyMessage.iosLocalizedReason
觸摸感應,,,,,,,,,,,,,,,securityVerifyMessage.fingerprintHint
"無法識別指紋, 請在嘗試一次",,,,,,,,,,,,,,,securityVerifyMessage.fingerprintNotRecognized
指紋識別成功,,,,,,,,,,,,,,,securityVerifyMessage.fingerprintSuccess
指紋驗證,,,,,,,,,,,,,,,securityVerifyMessage.signInTitle
指紋辨識需求,,,,,,,,,,,,,,,securityVerifyMessage.fingerprintRequiredTitle
去設定,,,,,,,,,,,,,,,securityVerifyMessage.goToSettingsButton
指紋辨識尚未開啓或設定,,,,,,,,,,,,,,,securityVerifyMessage.goToSettingsDescription
"生物辨識驗證被禁用, 請執行鎖定以及解鎖螢幕後以重新啓用",,,,,,,,,,,,,,,securityVerifyMessage.lockOut
好的,,,,,,,,,,,,,,,securityVerifyMessage.itsOk
連線逾時,,,,,,,,,,,,,,,requestError.connectTimeOut
糟糕 出現了一個錯誤🥺 ,,,,,,,,,,,,,,,requestError.system
賬號密碼錯誤,,,,,,,,,,,,,,,requestError.accPwdError
賬戶已停權,,,,,,,,,,,,,,,requestError.blackAccount
交易資金不足,,,,,,,,,,,,,,,requestError.capitalScarcity
